
C:\Users\ops\Desktop\mjng>c:\tools\ke5fx\gpib\satrace 18 -t -header -lf -scpi 
instrument_model Hewlett-Packard, E4407B, SG45103097, A.14.06
start_freq_Hz 14400000.000000
stop_freq_Hz 15400000.000000
source_trace_points 401
reference_level_dBm 0.000000
n_vertical_divisions 10
dB_per_division 10

trace_num 0
acquisition_time Wed May 07 23:45:28 2014

trace_data
14401246.882793,-89.581000
14403740.648379,-87.768000
14406234.413965,-87.784000
14408728.179551,-89.171000
14411221.945137,-87.773000
14413715.710723,-88.092000
14416209.476309,-88.092000
14418703.241895,-89.165000
14421197.007481,-88.121000
14423690.773067,-89.574000
14426184.538653,-88.118000
14428678.304239,-89.574000
14431172.069825,-88.439000
14433665.835411,-88.417000
14436159.600998,-88.415000
14438653.366584,-89.588000
14441147.132170,-88.444000
14443640.897756,-89.564000
14446134.663342,-87.798000
14448628.428928,-88.428000
14451122.194514,-87.209000
14453615.960100,-88.433000
14456109.725686,-88.743000
14458603.491272,-88.755000
14461097.256858,-88.755000
14463591.022444,-88.433000
14466084.788030,-87.798000
14468578.553616,-88.428000
14471072.319202,-88.120000
14473566.084788,-88.437000
14476059.850374,-88.101000
14478553.615960,-89.156000
14481047.381546,-87.209000
14483541.147132,-87.773000
14486034.912718,-89.165000
14488528.678304,-87.223000
14491022.443890,-87.775000
14493516.209476,-87.494000
14496009.975062,-87.211000
14498503.740648,-89.595000
14500997.506234,-89.162000
14503491.271820,-86.470000
14505985.037407,-85.516000
14508478.802993,-88.100000
14510972.568579,-88.739000
14513466.334165,-89.574000
14515960.099751,-88.422000
14518453.865337,-86.933000
14520947.630923,-88.433000
14523441.396509,-88.110000
14525935.162095,-89.991000
14528428.927681,-88.759000
14530922.693267,-88.121000
14533416.458853,-87.509000
14535910.224439,-87.784000
14538403.990025,-85.733000
14540897.755611,-86.709000
14543391.521197,-86.445000
14545885.286783,-88.742000
14548379.052369,-87.499000
14550872.817955,-88.742000
14553366.583541,-86.950000
14555860.349127,-87.767000
14558354.114713,-87.493000
14560847.880299,-86.445000
14563341.645885,-86.696000
14565835.411471,-87.513000
14568329.177057,-88.108000
14570822.942643,-87.770000
14573316.708229,-88.436000
14575810.473815,-89.162000
14578304.239402,-88.423000
14580798.004988,-88.421000
14583291.770574,-88.749000
14585785.536160,-87.781000
14588279.301746,-87.767000
14590773.067332,-86.711000
14593266.832918,-88.429000
14595760.598504,-88.102000
14598254.364090,-89.593000
14600748.129676,-87.788000
14603241.895262,-88.120000
14605735.660848,-89.578000
14608229.426434,-89.155000
14610723.192020,-89.152000
14613216.957606,-88.427000
14615710.723192,-88.743000
14618204.488778,-89.567000
14620698.254364,-88.423000
14623192.019950,-87.778000
14625685.785536,-86.946000
14628179.551122,-88.431000
14630673.316708,-89.977000
14633167.082294,-88.763000
14635660.847880,-88.745000
14638154.613466,-86.694000
14640648.379052,-88.765000
14643142.144638,-88.109000
14645635.910224,-88.416000
14648129.675811,-88.431000
14650623.441397,-85.520000
14653117.206983,-88.113000
14655610.972569,-87.515000
14658104.738155,-86.691000
14660598.503741,-87.491000
14663092.269327,-89.571000
14665586.034913,-88.120000
14668079.800499,-88.099000
14670573.566085,-88.418000
14673067.331671,-87.510000
14675561.097257,-89.153000
14678054.862843,-89.155000
14680548.628429,-86.932000
14683042.394015,-89.164000
14685536.159601,-87.787000
14688029.925187,-88.436000
14690523.690773,-88.445000
14693017.456359,-88.117000
14695511.221945,-87.486000
14698004.987531,-86.452000
14700498.753117,-89.567000
14702992.518703,-87.796000
14705486.284289,-87.500000
14707980.049875,-89.181000
14710473.815461,-88.749000
14712967.581047,-89.179000
14715461.346633,-88.761000
14717955.112220,-87.792000
14720448.877806,-87.511000
14722942.643392,-88.421000
14725436.408978,-88.763000
14727930.174564,-88.104000
14730423.940150,-88.742000
14732917.705736,-87.504000
14735411.471322,-86.689000
14737905.236908,-87.517000
14740399.002494,-88.742000
14742892.768080,-88.761000
14745386.533666,-86.443000
14747880.299252,-87.506000
14750374.064838,-90.545000
14752867.830424,-87.511000
14755361.596010,-88.111000
14757855.361596,-88.743000
14760349.127182,-88.109000
14762842.892768,-88.760000
14765336.658354,-88.111000
14767830.423940,-88.745000
14770324.189526,-88.749000
14772817.955112,-90.556000
14775311.720698,-89.152000
14777805.486284,-89.179000
14780299.251870,-88.423000
14782793.017456,-86.218000
14785286.783042,-87.774000
14787780.548628,-88.117000
14790274.314215,-88.758000
14792768.079801,-88.753000
14795261.845387,-86.211000
14797755.610973,-86.708000
14800249.376559,-88.108000
14802743.142145,-86.697000
14805236.907731,-86.695000
14807730.673317,-86.701000
14810224.438903,-86.938000
14812718.204489,-88.431000
14815211.970075,-87.503000
14817705.735661,-87.505000
14820199.501247,-86.701000
14822693.266833,-88.107000
14825187.032419,-86.947000
14827680.798005,-88.744000
14830174.563591,-86.929000
14832668.329177,-89.584000
14835162.094763,-87.796000
14837655.860349,-88.098000
14840149.625935,-84.865000
14842643.391521,-85.719000
14845137.157107,-85.968000
14847630.922693,-86.949000
14850124.688279,-87.212000
14852618.453865,-88.741000
14855112.219451,-87.777000
14857605.985037,-87.223000
14860099.750624,-85.304000
14862593.516210,-88.099000
14865087.281796,-85.980000
14867581.047382,-88.099000
14870074.812968,-87.489000
14872568.578554,-86.936000
14875062.344140,-85.953000
14877556.109726,-86.954000
14880049.875312,-86.444000
14882543.640898,-86.684000
14885037.406484,-84.433000
14887531.172070,-83.782000
14890024.937656,-87.773000
14892518.703242,-85.962000
14895012.468828,-87.778000
14897506.234414,-86.461000
14900000.000000,-81.750000
14902493.765586,-81.736000
14904987.531172,-81.405000
14907481.296758,-85.713000
14909975.062344,-85.299000
14912468.827930,-85.519000
14914962.593516,-82.026000
14917456.359102,-77.584000
14919950.124688,-77.150000
14922443.890274,-79.342000
14924937.655860,-78.025000
14927431.421446,-80.177000
14929925.187033,-77.519000
14932418.952619,-74.244000
14934912.718205,-70.971000
14937406.483791,-68.801000
14939900.249377,-60.156000
14942394.014963,-43.417000
14944887.780549,-16.990000
14947381.546135,-2.410000
14949875.311721,-12.454000
14952369.077307,-44.668000
14954862.842893,-61.135000
14957356.608479,-70.721000
14959850.374065,-75.087000
14962344.139651,-75.683000
14964837.905237,-78.959000
14967331.670823,-78.732000
14969825.436409,-81.730000
14972319.201995,-80.937000
14974812.967581,-77.032000
14977306.733167,-80.768000
14979800.498753,-84.430000
14982294.264339,-81.749000
14984788.029925,-83.144000
14987281.795511,-84.439000
14989775.561097,-81.749000
14992269.326683,-82.111000
14994763.092269,-83.464000
14997256.857855,-83.294000
14999750.623441,-86.934000
15002244.389028,-85.521000
15004738.154614,-85.979000
15007231.920200,-85.715000
15009725.685786,-86.439000
15012219.451372,-83.996000
15014713.216958,-86.697000
15017206.982544,-85.720000
15019700.748130,-83.988000
15022194.513716,-88.108000
15024688.279302,-85.519000
15027182.044888,-86.686000
15029675.810474,-85.975000
15032169.576060,-86.202000
15034663.341646,-88.428000
15037157.107232,-86.936000
15039650.872818,-87.205000
15042144.638404,-86.708000
15044638.403990,-88.430000
15047132.169576,-87.497000
15049625.935162,-87.224000
15052119.700748,-88.115000
15054613.466334,-87.785000
15057107.231920,-88.752000
15059600.997506,-86.700000
15062094.763092,-87.486000
15064588.528678,-88.102000
15067082.294264,-87.495000
15069576.059850,-86.939000
15072069.825437,-87.224000
15074563.591023,-87.508000
15077057.356609,-87.204000
15079551.122195,-87.779000
15082044.887781,-87.781000
15084538.653367,-88.115000
15087032.418953,-88.434000
15089526.184539,-86.711000
15092019.950125,-89.581000
15094513.715711,-88.443000
15097007.481297,-88.756000
15099501.246883,-89.561000
15101995.012469,-88.747000
15104488.778055,-88.429000
15106982.543641,-88.427000
15109476.309227,-88.430000
15111970.074813,-88.098000
15114463.840399,-85.958000
15116957.605985,-87.484000
15119451.371571,-88.117000
15121945.137157,-86.458000
15124438.902743,-86.689000
15126932.668329,-86.447000
15129426.433915,-87.511000
15131920.199501,-88.432000
15134413.965087,-88.430000
15136907.730673,-87.506000
15139401.496259,-87.515000
15141895.261846,-86.944000
15144389.027432,-86.942000
15146882.793018,-87.511000
15149376.558604,-88.754000
15151870.324190,-87.493000
15154364.089776,-87.502000
15156857.855362,-88.412000
15159351.620948,-88.438000
15161845.386534,-86.937000
15164339.152120,-87.484000
15166832.917706,-88.763000
15169326.683292,-88.419000
15171820.448878,-87.502000
15174314.214464,-89.155000
15176807.980050,-88.111000
15179301.745636,-86.948000
15181795.511222,-89.153000
15184289.276808,-87.790000
15186783.042394,-88.416000
15189276.807980,-86.698000
15191770.573566,-88.425000
15194264.339152,-87.204000
15196758.104738,-88.102000
15199251.870324,-89.569000
15201745.635910,-89.162000
15204239.401496,-89.159000
15206733.167082,-87.774000
15209226.932668,-85.494000
15211720.698254,-89.155000
15214214.463841,-87.502000
15216708.229427,-88.441000
15219201.995013,-88.419000
15221695.760599,-89.177000
15224189.526185,-89.171000
15226683.291771,-89.175000
15229177.057357,-89.179000
15231670.822943,-87.231000
15234164.588529,-89.155000
15236658.354115,-89.159000
15239152.119701,-88.436000
15241645.885287,-88.745000
15244139.650873,-88.427000
15246633.416459,-88.425000
15249127.182045,-87.777000
15251620.947631,-87.491000
15254114.713217,-86.926000
15256608.478803,-85.716000
15259102.244389,-88.416000
15261596.009975,-87.781000
15264089.775561,-88.758000
15266583.541147,-88.743000
15269077.306733,-88.107000
15271571.072319,-86.937000
15274064.837905,-89.164000
15276558.603491,-86.709000
15279052.369077,-88.425000
15281546.134663,-88.104000
15284039.900250,-88.098000
15286533.665836,-85.972000
15289027.431422,-88.111000
15291521.197008,-87.790000
15294014.962594,-87.765000
15296508.728180,-88.100000
15299002.493766,-88.440000
15301496.259352,-86.691000
15303990.024938,-87.794000
15306483.790524,-89.575000
15308977.556110,-87.219000
15311471.321696,-88.106000
15313965.087282,-88.435000
15316458.852868,-88.744000
15318952.618454,-88.438000
15321446.384040,-87.773000
15323940.149626,-87.221000
15326433.915212,-88.428000
15328927.680798,-86.206000
15331421.446384,-86.923000
15333915.211970,-88.753000
15336408.977556,-88.442000
15338902.743142,-88.760000
15341396.508728,-86.949000
15343890.274314,-88.108000
15346384.039900,-87.514000
15348877.805486,-88.428000
15351371.571072,-85.966000
15353865.336659,-86.439000
15356359.102245,-87.794000
15358852.867831,-88.438000
15361346.633417,-87.488000
15363840.399003,-89.156000
15366334.164589,-88.411000
15368827.930175,-89.586000
15371321.695761,-89.568000
15373815.461347,-89.983000
15376309.226933,-89.981000
15378802.992519,-89.161000
15381296.758105,-88.103000
15383790.523691,-88.103000
15386284.289277,-88.103000
15388778.054863,-88.117000
15391271.820449,-90.001000
15393765.586035,-88.099000
15396259.351621,-87.503000
15398753.117207,-86.950000
